ml_id,ml_year,ml_title,id,title,year
116758,2008,Death Racers,87741,Death Racers,2008
53322,2007,Ocean's Thirteen,87745,Ocean's Thirteen,2007
3480,1986,Lucas,87787,Lucas,1986
67267,2008,Sunshine Cleaning,87826,Sunshine Cleaning,2008
155583,2016,Miracles from Heaven,87864,Miracles from Heaven,2016
34323,2005,The Devil's Rejects,87867,The Devil's Rejects,2005
168122,2017,Raw,87886,Raw,2016
275,1994,Mixed Nuts,87891,Mixed Nuts,1994
73168,2009,Carriers,87927,Carriers,2009
605,1996,One Fine Day,87954,One Fine Day,1996
43930,2006,Just My Luck,88006,Just My Luck,2006
138616,2001,Tangled,88029,Tangled,2001
6520,1953,Knights of the Round Table,88051,Knights of the Round Table,1953
160233,2015,Robbery,88102,Robbery,2015
104908,2013,Insidious: Chapter 2,88113,Insidious: Chapter 2,2013
2028,1998,Saving Private Ryan,88141,Saving Private Ryan,1998
5992,2002,The Hours,88142,The Hours,2002
80693,2010,It's Kind of a Funny Story,88172,It's Kind of a Funny Story,2010
5375,1946,The Harvey Girls,88234,The Harvey Girls,1946
26726,1991,Dutch,88257,Dutch,1991
555,1993,True Romance,88267,True Romance,1993
7387,1978,Dawn of the Dead,88292,Dawn of the Dead,1978
3361,1988,Bull Durham,88309,Bull Durham,-1
4010,1985,Brewster's Millions,88412,Brewster's Millions,1985
4462,1988,18 Again!,88444,18 Again!,1988
343,1995,The Baby-Sitters Club,88451,The Baby-Sitters Club,1995
70159,2009,Orphan,88463,Orphan,2009
4673,1989,Tango and Cash,88467,Tango and Cash,1989
25755,1925,The Phantom of the Opera,88469,The Phantom of the Opera,1925
166558,2016,Underworld: Blood Wars,88484,Underworld: Blood Wars,2017
3699,1984,Starman,88486,Starman,1984
56367,2007,Juno,88487,Juno,2007
2613,1984,Night of the Comet,88501,Night of the Comet,1984
46965,2006,Snakes on a Plane,88526,Snakes on a Plane,2006
161326,2015,Black,88597,Black,2015
65585,2009,Bride Wars,88624,Bride Wars,2009
81158,2010,Restrepo,88628,Restrepo,2010
6695,2003,Jeepers Creepers 2,88658,Jeepers Creepers 2,2003
8949,2004,Sideways,88661,Sideways,2004
101360,2013,The Call,88676,The Call,2013
5102,1993,Rookie of the Year,88700,Rookie of the Year,1993
132614,2014,Dior and I,88725,Dior and I,2014
1359,1996,Jingle All the Way,88747,Jingle All the Way,1996
5679,2002,The Ring,88751,The Ring,2002
116026,2006,Checking Out,88774,Checking Out,2005
71254,2009,Gamer,88936,Gamer,2009
3481,2000,High Fidelity,88957,High Fidelity,2000
128025,1956,Naked Gun,88960,The Naked Gun,-1
881,1996,First Kid,89005,First Kid,1996
96150,2012,The Queen of Versailles,89034,The Queen of Versailles,2012
54732,2007,Balls of Fury,89085,Balls of Fury,2007
145638,1948,Les Misérables,89109,Les Misérables,1948
2947,1964,Goldfinger,89114,Goldfinger,1964
5213,1980,"Oh, God! Book II",89128,"Oh, God! Book II",1980
4613,1989,K-9,89158,K-9,1989
103335,2013,Despicable Me 2,89173,Despicable Me 2,2013
152137,2015,Pirate's Passage,89174,Pirate's Passage,2015
132157,2015,Paul Blart: Mall Cop 2,89176,Paul Blart: Mall Cop 2,2015
136626,2014,See No Evil 2,89211,See No Evil 2,2014
1090,1986,Platoon,89306,Platoon,1986
587,1990,Ghost,89307,Ghost,1990
6116,1982,The Pirate Movie,89352,The Pirate Movie,1982
157224,2016,Nine Lives,89408,Nine Lives,2016
26528,1985,Anne of Green Gables,89486,Anne of Green Gables,1985
70183,2009,The Ugly Truth,89602,The Ugly Truth,2009
42738,2006,Underworld: Evolution,89659,Underworld: Evolution,2006
4957,1983,Sudden Impact,89697,Sudden Impact,1983
133419,2015,Pitch Perfect 2,89725,Pitch Perfect 2,2015
51086,2007,The Number 23,89770,The Number 23,2007
2528,1976,Logan's Run,89780,Logan's Run,1976
132944,1942,Night Monster,89786,Night Monster,1942
26822,1993,The Puppetmaster,89792,The Puppetmaster,1993
26386,1977,High Anxiety,89811,High Anxiety,1977
128684,2012,Artifact,89815,Artifact,2012
48043,2006,The Fountain,89838,The Fountain,2006
108156,2014,Ride Along,89839,Ride Along,2014
106841,2013,August: Osage County,89884,August: Osage County,2013
33919,2003,Coronado,89902,Coronado,2003
25991,1953,"The Long, Long Trailer",89907,"The Long, Long Trailer",1954
186331,2018,Status Update,89921,Status Update,-1
125337,1994,The Lovers,89930,The Lovers,1994
115565,2011,S.W.A.T.: Firefight,89960,S.W.A.T.: Firefight,2011
35636,1989,Teen Witch,89967,Teen Witch,1989
352,1994,Crooklyn,89973,Crooklyn,1994
2950,1980,The Blue Lagoon,89987,The Blue Lagoon,1980
48518,2006,The Texas Chainsaw Massacre: The Beginning,90026,The Texas Chainsaw Massacre: The Beginning,2006
5784,2002,Ghost Ship,90076,Ghost Ship,2002
3755,2000,The Perfect Storm,90114,The Perfect Storm,2000
122922,2016,Doctor Strange,90120,Doctor Strange,2016
3189,1999,My Dog Skip,90141,My Dog Skip,2000
3751,2000,Chicken Run,90181,Chicken Run,2000
3024,1978,Piranha,90203,Piranha,1978
3392,1989,She-Devil,90239,She-Devil,1989
117529,2015,Jurassic World,90248,Jurassic World,2015
2335,1998,The Waterboy,90253,The Waterboy,1998
1042,1996,That Thing You Do!,90272,That Thing You Do!,-1
4238,2001,Along Came a Spider,90332,Along Came a Spider,2001
8907,2004,Shark Tale,90382,Shark Tale,-1
7170,2004,My Baby's Daddy,90397,My Baby's Daddy,2004
4623,1989,Major League,90472,Major League,1989
88672,2011,Our Idiot Brother,90483,Our Idiot Brother,2011
1200,1986,Aliens,90486,Aliens,1986
4128,1987,The Lost Boys,90552,The Lost Boys,1987
73390,2006,Princess,90582,Princess,2006
5,1995,Father of the Bride Part II,90583,Father of the Bride Part II,1995
520,1993,Robin Hood: Men in Tights,90591,Robin Hood: Men in Tights,1993
119655,2014,Seventh Son,90603,Seventh Son,2015
951,1940,His Girl Friday,90633,His Girl Friday,1940
94478,2012,Dark Shadows,90675,Dark Shadows,2012
3676,1977,Eraserhead,90691,Eraserhead,1977
5548,1986,Down and Out in Beverly Hills,90692,Down and Out in Beverly Hills,1986
2485,1999,She's All That,90747,She's All That,1999
149406,2016,Kung Fu Panda 3,90750,Kung Fu Panda 3,2016
102123,2013,This Is the End,90766,This Is the End,2013
141866,2015,Green Room,90773,Green Room,2015
96430,2012,The Odd Life of Timothy Green,90862,The Odd Life of Timothy Green,2012
84772,2011,Paul,90921,Paul,2011
72998,2009,Avatar,90950,Avatar,2009
91266,2008,Another Cinderella Story,91015,Another Cinderella Story,2008
78349,2009,Exam,91025,Exam,2009
72777,1986,Invaders from Mars,91030,Invaders from Mars,1986
167564,2017,The Little Hours,91050,The Little Hours,-1
165029,1958,Teenage Cave Man,91076,Teenage Cave Man,1958
2124,1991,The Addams Family,91089,The Addams Family,1991
499,1993,Mr. Wonderful,91106,Mr. Wonderful,1993
4054,2001,Save the Last Dance,91112,Save the Last Dance,2001
4155,2001,Sweet November,91207,Sweet November,2001
33836,2005,Bewitched,91227,Bewitched,2005
1653,1997,Gattaca,91277,Gattaca,1997
5610,2002,The Banger Sisters,91285,The Banger Sisters,2002
158,1995,Casper,91293,Casper,1995
111617,2014,Blended,91313,Blended,2014
1489,1997,Cats Don't Dance,91327,Cats Don't Dance,1997
296,1994,Pulp Fiction,91332,Pulp Fiction,1994
1232,1979,Stalker,91359,Stalker,1979
6785,1954,Seven Brides for Seven Brothers,91366,Seven Brides for Seven Brothers,1954
161634,2016,Don't Breathe,91395,Don't Breathe,2016
7104,1979,1941,91457,1941,1979
97390,2011,Marley and Me: The Puppy Years,91468,Marley and Me: The Puppy Years,-1
4085,1984,Beverly Hills Cop,91481,Beverly Hills Cop,1984
65078,1980,Jane Austen in Manhattan,91519,Jane Austen in Manhattan,1980
97913,2012,Wreck-It Ralph,91547,Wreck-It Ralph,2012
130448,2015,Poltergeist,91552,Poltergeist,2015
79863,2007,Black Water,91563,Black Water,2007
5598,1993,Surf Ninjas,91583,Surf Ninjas,1993
6398,1971,Le Mans,91589,Le Mans,1970
921,1982,My Favorite Year,91608,My Favorite Year,1982
1957,1981,Chariots of Fire,91640,Chariots of Fire,1981
4680,1989,Vampire's Kiss,91649,Vampire's Kiss,1989
431,1993,Carlito's Way,91677,Carlito's Way,1993
50798,2007,Epic Movie,91692,Epic Movie,2007
6809,1984,Tightrope,91760,Tightrope,1984
169842,2017,The Shack,91882,The Shack,2017
2469,1986,Peggy Sue Got Married,91916,Peggy Sue Got Married,1986
4994,2001,The Majestic,91958,The Majestic,2001
53550,2006,Rescue Dawn,91965,Rescue Dawn,2006
4833,1980,The Changeling,91974,The Changeling,1980
6625,1994,Camp Nowhere,92098,Camp Nowhere,1994
183635,2018,Maze Runner: The Death Cure,92106,Maze Runner: The Death Cure,2018
123545,1949,The Blue Lagoon,92233,The Blue Lagoon,1949
1660,1997,Eve's Bayou,92266,Eve's Bayou,1997
45517,2006,Cars,92374,Cars,2006
56152,2007,Enchanted,92390,Enchanted,2007
4212,1978,Death on the Nile,92437,Death on the Nile,1978
7062,1962,Birdman of Alcatraz,92441,Birdman of Alcatraz,1962
139813,2014,Sand Castles,92480,Sand Castles,2014
116397,2014,Stonehearst Asylum,92501,Stonehearst Asylum,2014
1769,1998,The Replacement Killers,92534,The Replacement Killers,1998
143201,1989,One of Us,92607,One of Us,1989
1615,1997,The Edge,92643,The Edge,1997
177497,2017,Hostiles,92651,Hostiles,2017
111,1976,Taxi Driver,92667,Taxi Driver,1977
41769,2005,Mozart and the Whale,92704,Mozart and the Whale,2005
107447,2013,Wrong Cops,92720,Wrong Cops,2013
1097,1982,E.T. the Extra-Terrestrial,92826,E.T. the Extra-Terrestrial,1982
56174,2007,I Am Legend,92882,I Am Legend,2007
117881,2014,Still Alice,92904,Still Alice,2014
62344,2008,Rachel Getting Married,92911,Rachel Getting Married,2008
86410,2011,The Resident,92914,The Resident,2011
102684,2013,Only God Forgives,92920,Only God Forgives,2013
4329,1959,Rio Bravo,92980,Rio Bravo,1959
4823,2001,Serendipity,92989,Serendipity,2001
91743,2009,Today's Special,93005,Today's Special,2009
6056,2001,Chaos,93008,Chaos,2000
149352,2015,Daddy's Home,93013,Daddy's Home,2015
89028,2010,Don't Be Afraid of the Dark,93044,Don't Be Afraid of the Dark,2010
4565,1985,American Ninja,93065,American Ninja,1985
121129,2014,The Hungover Games,93073,The Hungover Games,2014
119145,2015,Kingsman: The Secret Service,93083,Kingsman: The Secret Service,2014
5804,2002,The Santa Clause 2,93091,The Santa Clause 2,2002
171013,2016,In This Corner of the World,93111,In This Corner of the World,-1
162350,2016,The Magnificent Seven,93115,The Magnificent Seven,2016
2022,1988,The Last Temptation of Christ,93151,The Last Temptation of Christ,1988
543,1993,So I Married an Axe Murderer,93178,So I Married an Axe Murderer,1993
139525,2015,Cartel Land,93204,Cartel Land,2015
2321,1998,Pleasantville,93215,Pleasantville,1998
4654,1989,Road House,93226,Road House,1989
162870,2016,Irreplaceable,93235,Irreplaceable,2016
59143,2007,Super High Me,93238,Super High Me,2007
7320,2004,Dirty Dancing: Havana Nights,93252,Dirty Dancing: Havana Nights,-1
482,1994,Killing Zoe,93258,Killing Zoe,1994
2657,1975,The Rocky Horror Picture Show,93310,The Rocky Horror Picture Show,1975
55269,2007,The Darjeeling Limited,93320,The Darjeeling Limited,2007
110127,2014,Noah,93362,Noah,2014
3384,1974,The Taking of Pelham One Two Three,93383,The Taking of Pelham One Two Three,1974
4480,1988,The Blob,93402,The Blob,1988
121190,2002,When in Rome,93409,When in Rome,2002
5390,2001,CQ,93476,CQ,2001
7371,2003,Dogville,93480,Dogville,2003
5903,2002,Equilibrium,93489,Equilibrium,2002
26915,1996,Tromeo and Juliet,93492,Tromeo and Juliet,1996
1035,1965,The Sound of Music,93497,The Sound of Music,1965
128838,2015,Crimson Peak,93509,Crimson Peak,2015
65810,2009,Notorious,93523,Notorious,2009
1103,1955,Rebel Without a Cause,93576,Rebel Without a Cause,1955
1334,1958,The Blob,93683,The Blob,1958
126008,2008,Signs,93706,Signs,2008
5361,1991,White Fang,93714,White Fang,1991
106489,2013,The Hobbit: The Desolation of Smaug,93739,The Hobbit: The Desolation of Smaug,2013
103659,2013,Justice League: The Flashpoint Paradox,93769,Justice League: The Flashpoint Paradox,-1
27544,2001,Waterboys,93771,Waterboys,2001
175231,1999,Annie,93797,Annie,1999
6887,2003,Radio,93839,Radio,2003
49530,2006,Blood Diamond,93845,Blood Diamond,2006
58975,2008,The Ruins,93860,The Ruins,2008
135143,2016,Fantastic Beasts and Where to Find Them,93931,Fantastic Beasts and Where to Find Them,2016
3105,1990,Awakenings,93966,Awakenings,1990
84156,2010,Happy People: A Year in the Taiga,93969,Happy People: A Year in the Taiga,2010
1219,1960,Psycho,94056,Psycho,1960
165141,2016,Trolls,94078,Trolls,2016
2294,1998,Antz,94147,Antz,1998
114033,2014,Into the Storm,94180,Into the Storm,2014
69654,2009,Prison Break: The Final Break,94189,Prison Break: The Final Break,-1
8969,2004,Bridget Jones: The Edge of Reason,94195,Bridget Jones: The Edge of Reason,2004
27478,2002,Ali G Indahouse,94205,Ali G Indahouse,2002
2396,1998,Shakespeare in Love,94219,Shakespeare in Love,1998
173971,2003,The Actors,94243,The Actors,2003
161588,2016,Meet the Blacks,94265,Meet the Blacks,2016
3088,1950,Harvey,94269,Harvey,1950
26266,1972,Dracula A.D. 1972,94286,Dracula A.D. 1972,1972
36517,2005,The Constant Gardener,94298,The Constant Gardener,2005
3174,1999,Man on the Moon,94309,Man on the Moon,1999
96432,2012,Lawless,94320,Lawless,2012
86190,2011,Hanna,94349,Hanna,2011
2497,1999,Message in a Bottle,94390,Message in a Bottle,1999
56158,2007,This Christmas,94460,This Christmas,2007
3535,2000,American Psycho,94487,American Psycho,2000
104218,2013,Grown Ups 2,94510,Grown Ups 2,2013
109895,2013,Bad Words,94619,Bad Words,2013
1689,1997,The Man Who Knew Too Little,94651,The Man Who Knew Too Little,1997
3629,1925,The Gold Rush,94659,The Gold Rush,1925
6754,2003,Underworld,94687,Underworld,2003
2379,1985,Police Academy 2: Their First Assignment,94688,Police Academy 2: Their First Assignment,1985
3094,1987,Maurice,94710,Maurice,1987
144714,2015,The Perfect Guy,94726,The Perfect Guy,2015
74452,2010,The Wolfman,94750,The Wolfman,2010
97752,2012,Cloud Atlas,94771,Cloud Atlas,2012
136212,2011,The Howling: Reborn,94803,The Howling: Reborn,2011
79850,2010,12th and Delaware,94808,12th and Delaware,-1
134152,1972,Treasure Island,94849,Treasure Island,1972
69951,2009,The Imaginarium of Doctor Parnassus,94856,The Imaginarium of Doctor Parnassus,2009
4754,1973,The Wicker Man,94864,The Wicker Man,1973
4093,1988,Cop,94945,Cop,1988
4116,1987,Hollywood Shuffle,94961,Hollywood Shuffle,1987
2067,1965,Doctor Zhivago,94985,Doctor Zhivago,1965
97648,2012,Gangs of Wasseypur,94996,Gangs of Wasseypur,2012
98373,2012,Step Up Revolution,95037,Step Up Revolution,2012
118985,2014,Big Eyes,95051,Big Eyes,2014
1597,1997,Conspiracy Theory,95055,Conspiracy Theory,1997
133798,2015,Hot Pursuit,95058,Hot Pursuit,2015
99114,2012,Django Unchained,95066,Django Unchained,2012
1921,1998,Pi,95075,Pi,1998
103723,2011,Mean Girls 2,95089,Mean Girls 2,-1
3476,1990,Jacob's Ladder,95121,Jacob's Ladder,1990
3697,1990,Predator 2,95137,Predator 2,1990
149408,1991,Mobile Suit Gundam F91,95139,Mobile Suit Gundam F91,-1
4932,1980,Dressed to Kill,95183,Dressed to Kill,1980
491,1993,The Man Without a Face,95186,The Man Without a Face,1993
586,1990,Home Alone,95199,Home Alone,1990
3235,1980,Where the Buffalo Roam,95205,Where the Buffalo Roam,1980
3386,1991,JFK,95216,JFK,1991
97046,2006,Evil Bong,95228,Evil Bong,2006
3040,1979,Meatballs,95240,Meatballs,1979
937,1957,Love in the Afternoon,95286,Love in the Afternoon,1957
7781,1990,Twister,95306,Twister,1989
165465,2010,The Last Escape,95310,The Last Escape,2010
149090,-1,The Code,95321,The Code,2001
1608,1997,Air Force One,95389,Air Force One,1997
88181,2011,35 and Ticking,95397,35 and Ticking,2011
709,1988,Oliver and Company,95450,Oliver and Company,-1
866,1996,Bound,95467,Bound,1996
56294,1993,Beyond the Law,95485,Beyond the Law,1992
119141,2014,The Interview,95495,The Interview,2014
810,1996,Kazaam,95501,Kazaam,1996
4260,2000,The Visit,95503,The Visit,2000
3624,2000,Shanghai Noon,95511,Shanghai Noon,2000
1091,1989,Weekend at Bernie's,95533,Weekend at Bernie's,1989
6871,2003,Good Boy!,95609,Good Boy!,2003
4701,2001,Rush Hour 2,95621,Rush Hour 2,2001
95309,2012,Seeking a Friend for the End of the World,95629,Seeking a Friend for the End of the World,2012
160271,2016,Central Intelligence,95660,Central Intelligence,2016
173369,2017,You Were Never Really Here,95692,You Were Never Really Here,-1
49396,2006,Tenacious D in The Pick of Destiny,95750,Tenacious D in The Pick of Destiny,2006
110750,2014,Heaven Is for Real,95813,Heaven Is for Real,2014
5214,1977,"Oh, God!",95855,"Oh, God!",1977
2269,1993,Indecent Proposal,95860,Indecent Proposal,1993
7228,1992,Cool World,95959,Cool World,1992
546,1993,Super Mario Bros.,96021,Super Mario Bros.,1993
66385,2009,Taking Chance,96040,Taking Chance,2009
3095,1940,The Grapes of Wrath,96070,The Grapes of Wrath,1940
27822,2003,Open Water,96140,Open Water,2003
51412,2007,Next,96184,Next,2007
94070,2011,The Best Exotic Marigold Hotel,96197,The Best Exotic Marigold Hotel,-1
2390,1998,Little Voice,96254,Little Voice,1998
1934,1938,You Can't Take It with You,96268,You Can't Take It with You,1938
122470,2011,Inside Out,96274,Inside Out,2011
78557,2009,Aladin,96307,Aladin,2009
8225,1990,Night of the Living Dead,96316,Night of the Living Dead,1990
886,1996,Bulletproof,96329,Bulletproof,1996
3173,1999,Any Given Sunday,96361,Any Given Sunday,1999
85056,2011,I Am Number Four,96382,I Am Number Four,2011
118173,2005,The Batman vs. Dracula,96426,The Batman vs. Dracula,-1
8527,2003,I'll Sleep When I'm Dead,96439,I'll Sleep When I'm Dead,2003
170291,2006,Population 436,96440,Population 436,2006
3945,2000,Digimon: The Movie,96460,Digimon: The Movie,-1
26139,1965,In Harm's Way,96465,In Harm's Way,1965
87304,2010,Beginners,96494,Beginners,-1
1227,1984,Once Upon a Time in America,96519,Once Upon a Time in America,1984
165219,2016,Max Steel,96541,Max Steel,2016
157338,2016,Free State of Jones,96559,Free State of Jones,2016
5862,1981,Student Bodies,96596,Student Bodies,1981
73741,2009,Ninja,96621,Ninja,2009
1619,1997,Seven Years in Tibet,96622,Seven Years in Tibet,1997
26550,1985,Mishima: A Life in Four Chapters,96623,Mishima: A Life in Four Chapters,1985
7452,2003,Mickey,96624,Mickey,2004
4633,1989,Parents,96637,Parents,1989
1955,1979,Kramer vs. Kramer,96684,Kramer vs. Kramer,-1
4322,1988,Eight Men Out,96716,Eight Men Out,1988
3802,1992,Freejack,96742,Freejack,1992
98447,2012,Mac and Devin Go to High School,96746,Mac and Devin Go to High School,2012
128512,2015,Paper Towns,96766,Paper Towns,2015
140928,2015,Joy,96778,Joy,2015
53280,2006,The Breed,96793,The Breed,2006
97797,1949,Holiday Affair,96801,Holiday Affair,1949
163056,2016,Shin Godzilla,96835,Shin Godzilla,2016
4677,1989,Turner and Hooch,96841,Turner and Hooch,1989
80219,2010,Machete,96878,Machete,2010
3698,1987,The Running Man,96909,The Running Man,1987
170191,2000,2001: A Space Travesty,96983,2001: A Space Travesty,2000
107032,2001,Route 666,96989,Route 666,2001
2939,1953,Niagara,96993,Niagara,1953
5009,2001,Ali,96998,Ali,2001
6338,2003,Daddy Day Care,97007,Daddy Day Care,2003
171609,2017,The Lovers,97040,The Lovers,2017
46848,1976,The Gumball Rally,97046,The Gumball Rally,1976
4792,1960,13 Ghosts,97146,13 Ghosts,1960
3545,1972,Cabaret,97153,Cabaret,1972
3766,1984,Missing in Action,97167,Missing in Action,1984
97866,2012,The Imposter,97178,The Imposter,2012
1951,1968,Oliver!,97209,Oliver!,1968
